WK_ID	WKR_NAME	LAND_ABR	UnionShare	UnionLo	UnionHi	SPDShare	SPDLo	SPDHi	AfDShare	AfDLo	AfDHi	GreenShare	GreenLo	GreenHi	FDPShare	FDPLo	FDPHi	LinkeShare	LinkeLo	LinkeHi	BSWShare	BSWLo	BSWHi	FWShare	FWLo	FWHi	SonstigeShare	SonstigeLo	SonstigeHi	Winner25	Second25	Winner21	YouGovCall	ChangeFrom21
225	Weilheim	BY	45	39	52	13	9	17	15	12	22	11	8	15	3	1	5	4	2	6	0	0	0	4	2	6	6	3	9	CDU/CSU	AfD	CDU/CSU	Mit hoher Wahrscheinlichkeit CDU/CSU	Wahlkreis verteidigt von CDU/CSU
226	Deggendorf	BY	36	30	43	9	6	12	25	20	32	8	5	12	2	1	4	5	3	8	0	0	0	10	6	15	6	3	9	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
227	Landshut	BY	39	34	45	13	9	17	18	15	24	12	9	16	4	3	6	3	1	5	0	0	0	7	5	10	4	2	5	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
228	Passau	BY	34	28	41	11	7	15	22	17	28	10	7	15	2	1	4	5	3	8	6	2	10	7	4	10	3	2	5	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
229	Rottal-Inn	BY	34	29	41	10	6	14	22	17	30	11	7	18	4	2	6	4	2	6	0	0	0	10	6	16	5	3	8	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
230	Straubing	BY	42	36	49	10	7	14	21	18	28	7	5	11	2	1	3	4	2	6	0	0	0	7	4	11	6	4	10	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
231	Amberg	BY	41	35	49	10	7	14	20	16	26	8	6	13	2	1	3	6	3	9	0	0	0	7	4	10	5	2	8	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
232	Regensburg	BY	40	35	46	11	7	14	16	14	22	14	11	19	3	1	4	5	3	7	4	2	6	4	2	6	3	2	5	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
233	Schwandorf	BY	34	28	41	11	8	16	25	20	33	8	5	12	2	1	3	6	3	10	0	0	0	10	5	16	4	2	7	CDU/CSU	AfD	CDU/CSU	Tendenz zu CDU/CSU	Wahlkreis verteidigt von CDU/CSU
234	Weiden	BY	39	33	46	16	11	21	21	17	28	7	4	11	2	1	3	4	2	7	0	0	0	4	2	6	7	4	11	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
235	Bamberg	BY	39	35	44	15	11	19	17	14	20	13	10	16	2	2	4	5	3	6	0	0	0	3	2	5	5	3	8	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
236	Bayreuth	BY	45	40	51	13	9	17	17	14	20	10	8	13	2	1	4	4	3	6	0	0	0	4	2	5	4	2	7	CDU/CSU	AfD	CDU/CSU	Mit hoher Wahrscheinlichkeit CDU/CSU	Wahlkreis verteidigt von CDU/CSU
237	Coburg	BY	38	33	43	15	11	19	18	15	22	10	7	13	2	1	3	4	3	7	6	3	10	3	2	5	3	2	5	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
238	Hof	BY	40	36	45	15	11	19	21	19	25	7	5	9	2	1	3	5	3	6	0	0	0	5	3	7	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
239	Kulmbach	BY	46	41	52	12	8	15	19	16	23	8	6	10	2	1	3	4	2	6	0	0	0	5	3	7	5	3	8	CDU/CSU	AfD	CDU/CSU	Mit hoher Wahrscheinlichkeit CDU/CSU	Wahlkreis verteidigt von CDU/CSU
240	Ansbach	BY	38	33	44	14	10	18	20	17	25	10	8	14	2	1	4	6	4	8	0	0	0	5	3	7	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
241	Erlangen	BY	38	33	43	18	14	23	14	12	18	16	13	19	3	2	5	4	3	6	0	0	0	2	2	4	4	2	7	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
242	Fürth	BY	34	30	39	20	15	23	18	16	21	12	9	15	3	1	4	6	4	8	0	0	0	2	1	3	6	4	8	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
243	Nürnberg-Nord	BY	32	29	36	19	15	23	15	13	18	19	16	22	4	2	5	7	5	9	0	0	0	1	1	2	4	2	5	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
244	Nürnberg-Süd	BY	35	31	40	15	11	18	22	19	25	12	10	15	3	2	4	7	5	9	0	0	0	3	2	4	4	2	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
245	Roth	BY	40	35	45	16	12	21	17	14	23	13	10	17	3	1	4	5	3	6	0	0	0	4	2	5	4	2	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
246	Aschaffenburg	BY	44	40	49	13	9	16	17	15	20	12	9	14	3	2	4	4	2	6	0	0	0	3	2	4	5	3	7	CDU/CSU	AfD	CDU/CSU	Mit hoher Wahrscheinlichkeit CDU/CSU	Wahlkreis verteidigt von CDU/CSU
247	Bad Kissingen	BY	41	35	46	12	9	16	19	16	24	9	6	11	2	1	4	5	3	7	0	0	0	4	3	6	8	5	13	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
248	Main-Spessart	BY	40	34	46	15	11	20	18	15	23	10	7	14	2	1	4	5	3	8	0	0	0	5	3	7	4	3	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
249	Schweinfurt	BY	52	47	58	18	14	22	0	0	0	10	8	13	2	1	4	7	6	10	0	0	0	4	2	5	6	4	9	CDU/CSU	SPD	CDU/CSU	Mit hoher Wahrscheinlichkeit CDU/CSU	Wahlkreis verteidigt von CDU/CSU
250	Würzburg	BY	42	38	48	16	12	20	9	7	13	17	13	21	4	3	6	5	3	6	0	0	0	3	1	4	4	2	6	CDU/CSU	Bündnis 90/Die Grünen	CDU/CSU	Mit hoher Wahrscheinlichkeit CDU/CSU	Wahlkreis verteidigt von CDU/CSU
251	Augsburg-Stadt	BY	30	27	34	14	11	17	19	17	23	19	16	22	4	3	5	7	4	10	0	0	0	3	2	4	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
252	Augsburg-Land	BY	42	37	47	11	8	15	18	15	22	12	9	15	3	2	5	5	3	7	0	0	0	6	4	8	4	2	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
253	Donau-Ries	BY	43	37	50	11	8	15	18	15	23	8	6	11	2	1	3	4	2	6	5	2	9	5	3	7	3	2	5	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
254	Neu-Ulm	BY	39	35	44	13	9	17	21	18	26	10	8	14	3	2	4	4	3	6	0	0	0	4	2	6	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
255	Memmingen – Unterallgäu	BY	38	33	44	9	6	12	22	18	28	11	8	15	3	1	4	5	3	7	0	0	0	7	4	10	6	3	8	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
256	Oberallgäu	BY	32	28	37	14	10	18	18	15	25	16	13	20	5	3	6	4	2	6	0	0	0	6	4	9	4	3	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
257	Ostallgäu	BY	42	36	48	11	8	14	18	15	24	11	8	14	3	1	4	5	3	7	0	0	0	5	3	7	6	4	10	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
258	Stuttgart I	BW	31	27	35	13	10	17	9	7	11	31	27	36	6	4	8	6	4	8	0	0	0	0	0	0	5	2	7	Bündnis 90/Die Grünen	CDU/CSU	Bündnis 90/Die Grünen	Unentschieden	Wahlkreis verteidigt von Bündnis 90/Die Grünen
259	Stuttgart II	BW	27	24	31	22	17	27	17	15	19	18	15	21	4	3	6	5	4	7	0	0	0	0	0	0	6	4	9	CDU/CSU	SPD	CDU/CSU	Tendenz zu CDU/CSU	Wahlkreis verteidigt von CDU/CSU
260	Böblingen	BW	38	34	43	15	11	18	17	15	19	12	10	14	6	4	9	5	3	6	0	0	0	3	2	5	4	2	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
261	Esslingen	BW	37	33	41	18	14	23	15	13	17	15	13	17	5	3	7	4	3	5	0	0	0	2	1	3	4	2	5	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
262	Nürtingen	BW	37	34	41	17	13	21	16	14	19	14	12	17	6	4	7	4	3	6	0	0	0	2	1	3	4	2	6	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
263	Göppingen	BW	37	33	42	16	12	20	21	19	24	10	8	12	4	2	5	4	3	6	0	0	0	3	2	5	5	3	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
264	Waiblingen	BW	35	31	39	19	15	23	18	15	20	13	11	16	6	4	8	4	2	5	0	0	0	3	2	4	3	2	5	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
265	Ludwigsburg	BW	35	32	39	13	9	17	17	15	19	17	15	20	6	4	8	4	3	6	0	0	0	3	2	4	5	3	7	CDU/CSU	Bündnis 90/Die Grünen	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
266	Neckar-Zaber	BW	37	33	41	17	13	22	18	16	21	13	11	15	4	3	6	4	3	6	0	0	0	2	1	3	4	3	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
267	Heilbronn	BW	33	29	37	18	14	22	23	21	26	11	9	13	4	3	6	4	3	6	0	0	0	3	2	4	4	3	6	CDU/CSU	AfD	CDU/CSU	Tendenz zu CDU/CSU	Wahlkreis verteidigt von CDU/CSU
268	Schwäbisch Hall – Hohenlohe	BW	37	33	41	14	10	18	21	19	24	12	10	15	4	2	5	4	3	5	0	0	0	0	0	0	8	5	11	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
269	Backnang – Schwäbisch Gmünd	BW	36	32	41	17	13	20	21	19	24	9	8	12	4	2	5	5	3	6	0	0	0	3	2	4	6	4	9	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
270	Aalen – Heidenheim	BW	40	36	44	15	12	19	19	17	22	11	9	13	3	2	4	4	3	6	0	0	0	3	2	4	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
271	Karlsruhe-Stadt	BW	25	22	29	16	13	20	15	13	18	25	21	28	5	4	7	6	5	8	0	0	0	0	0	0	7	4	10	CDU/CSU	Bündnis 90/Die Grünen	Bündnis 90/Die Grünen	Unentschieden	CDU/CSU Gewonnen von Bündnis 90/Die Grünen
272	Karlsruhe-Land	BW	37	32	40	17	13	22	18	16	20	14	12	16	4	3	6	4	3	6	0	0	0	2	1	3	4	2	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
273	Rastatt	BW	39	35	43	15	12	19	20	18	22	11	9	13	4	3	6	4	3	6	0	0	0	3	2	4	4	2	5	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
274	Heidelberg	BW	33	29	37	15	11	18	13	11	15	25	22	28	4	3	6	6	4	8	0	0	0	0	0	0	5	3	8	CDU/CSU	Bündnis 90/Die Grünen	Bündnis 90/Die Grünen	Tendenz zu CDU/CSU	CDU/CSU Gewonnen von Bündnis 90/Die Grünen
275	Mannheim	BW	24	20	27	20	16	24	20	17	22	18	15	20	4	3	6	7	5	9	0	0	0	2	1	3	6	4	9	CDU/CSU	SPD	SPD	Unentschieden	CDU/CSU Gewonnen von SPD
276	Odenwald – Tauber	BW	39	35	44	14	10	18	22	20	25	10	8	12	3	2	5	4	3	6	0	0	0	3	2	5	5	3	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
277	Rhein-Neckar	BW	36	32	40	17	14	22	19	17	21	13	11	15	4	3	6	5	3	6	0	0	0	2	1	3	4	2	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
278	Bruchsal – Schwetzingen	BW	35	31	40	16	12	20	21	18	24	12	10	14	4	2	5	4	3	6	0	0	0	4	2	5	4	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
279	Pforzheim	BW	34	30	39	23	17	29	24	21	27	0	0	0	4	3	6	7	5	9	0	0	0	0	0	0	8	5	11	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
280	Calw	BW	38	33	43	14	10	17	22	19	25	10	7	12	4	3	6	3	2	4	0	0	0	4	3	6	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
281	Freiburg	BW	27	23	31	17	14	21	13	11	15	27	23	30	3	2	5	7	5	10	0	0	0	1	1	2	5	3	7	Bündnis 90/Die Grünen	CDU/CSU	Bündnis 90/Die Grünen	Unentschieden	Wahlkreis verteidigt von Bündnis 90/Die Grünen
282	Lörrach – Müllheim	BW	33	28	37	17	13	22	17	15	20	16	14	19	5	3	7	4	3	6	0	0	0	0	0	0	7	4	10	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
283	Emmendingen – Lahr	BW	33	28	37	21	16	26	19	16	23	12	10	15	4	2	5	5	3	7	0	0	0	2	1	3	5	3	7	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
284	Offenburg	BW	38	34	42	17	13	21	19	16	22	11	9	13	3	2	5	4	3	6	0	0	0	0	0	0	8	5	12	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
285	Rottweil – Tuttlingen	BW	38	33	42	12	9	15	23	21	27	9	7	11	5	3	7	4	2	5	0	0	0	5	3	7	4	3	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
286	Schwarzwald-Baar	BW	38	34	43	15	12	20	20	18	23	10	8	12	5	3	7	3	2	5	0	0	0	4	2	6	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
287	Konstanz	BW	39	35	43	14	10	18	17	15	19	14	12	16	4	2	5	6	4	8	0	0	0	2	1	3	4	2	5	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
288	Waldshut	BW	36	31	40	22	17	28	17	15	19	12	10	14	3	2	4	4	3	6	0	0	0	2	1	2	4	3	6	CDU/CSU	SPD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
289	Reutlingen	BW	38	34	41	13	9	16	19	16	21	13	11	16	5	4	7	5	3	6	0	0	0	3	2	4	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
290	Tübingen	BW	33	29	36	16	12	20	15	13	18	21	19	24	4	3	6	6	4	8	0	0	0	1	1	2	4	2	6	CDU/CSU	Bündnis 90/Die Grünen	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
291	Ulm	BW	37	32	41	14	10	17	17	15	21	16	13	18	4	3	5	5	4	7	0	0	0	3	2	4	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
292	Biberach	BW	39	33	43	15	11	20	19	17	23	12	9	14	3	2	5	4	2	5	0	0	0	3	1	4	5	3	8	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
293	Bodensee	BW	34	31	38	17	13	21	18	16	21	15	13	17	4	3	6	5	2	7	0	0	0	2	1	3	5	3	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
294	Ravensburg	BW	36	32	40	12	9	15	17	15	21	17	14	20	5	3	7	4	3	6	0	0	0	3	2	5	5	3	7	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
295	Zollernalb – Sigmaringen	BW	35	31	39	14	10	17	21	19	25	14	11	16	5	3	7	4	2	5	0	0	0	4	2	5	4	3	6	CDU/CSU	AfD	CDU/CSU	Wahrscheinlich CDU/CSU	Wahlkreis verteidigt von CDU/CSU
296	Saarbrücken	SL	26	22	30	31	26	36	20	17	22	7	5	9	3	2	4	9	6	11	0	0	0	1	1	2	4	3	6	SPD	CDU/CSU	SPD	Unentschieden	Wahlkreis verteidigt von SPD
297	Saarlouis	SL	32	28	36	25	19	30	21	18	24	6	4	7	3	2	4	7	5	9	0	0	0	2	1	2	5	3	7	CDU/CSU	SPD	SPD	Tendenz zu CDU/CSU	CDU/CSU Gewonnen von SPD
298	St. Wendel	SL	36	31	41	26	21	32	18	16	21	5	4	6	2	1	3	5	4	7	0	0	0	2	1	3	5	3	7	CDU/CSU	SPD	SPD	Tendenz zu CDU/CSU	CDU/CSU Gewonnen von SPD
299	Homburg	SL	28	24	33	29	24	34	22	20	25	5	4	7	2	1	3	7	5	10	0	0	0	2	1	2	4	2	6	SPD	CDU/CSU	SPD	Unentschieden	Wahlkreis verteidigt von SPD
